0.651147966,0.645631997,0.801040198,3
0.143503235,0.396225901,0.371848661,1
0.305332967,0.039474739,0.562070551,2
0.02167665,0.948202019,0.685552045,2
0.958307576,0.990918765,0.3175093,4
0.372839279,0.29544583,0.751536061,2
0.473017252,0.913745965,0.443531965,3
0.977683299,0.284813134,0.15596841,2
0.33300924,0.931522141,0.409540217,3
0.620860148,0.387619476,0.594537747,2
0.150864881,0.469120989,0.087311079,1
0.393428972,0.503265786,0.267077801,2
0.416865791,0.165629176,0.005550083,1
0.820203372,0.015902981,0.755000792,2
0.748761819,0.523156291,0.806472197,3
0.224129673,0.950912937,0.56392925,3
0.708694988,0.266722614,0.066582839,2
0.923405531,0.645337492,0.820868564,4
0.921065109,0.601460679,0.578957851,3
0.777567678,0.577585933,0.181383552,2
0.139438124,0.954191012,0.49471077,3
0.392215017,0.575719347,0.782297012,3
0.337813409,0.873481289,0.821024641,3
0.138249978,0.384114444,0.023063118,1
0.011371193,0.55801493,0.558133096,2
0.122870481,0.942008721,0.294309333,2
0.723288388,0.649819756,0.267210624,2
0.855517286,0.312504753,0.117478251,2
0.235939353,0.51157161,0.172573229,1
0.440076995,0.606277166,0.325611023,2
0.674135171,0.927794592,0.814215641,4
0.764804088,0.837256022,0.707960076,3
0.95770838,0.222779691,0.113017988,2
0.34933764,0.310410883,0.580327788,2
0.205639369,0.234903106,0.635197203,2
0.676030707,0.30759344,0.086688639,2
0.636296493,0.573644603,0.3799588,2
0.389444691,0.648764573,0.083975135,2
0.083977289,0.727703076,0.565930773,2
0.352423607,0.436088575,0.006273329,1
0.951038065,0.745069358,0.429313026,3
0.005678122,0.655777021,0.48861706,2
0.89608275,0.952661207,0.336199572,3
0.712530777,0.88157921,0.782109892,4
0.716955914,0.756443193,0.879458172,4
0.703659992,0.465214167,0.377822688,2
0.877861212,0.435380483,0.015718908,2
0.241339577,0.239768795,0.776278575,2
0.981608104,0.222560186,0.693738887,3
0.034706975,0.403639317,0.453602074,2
0.890062118,0.438951766,0.555178236,3
0.848631047,0.543806395,0.0751335,2
0.647099524,0.837102536,0.805392833,4
0.452057923,0.090281634,0.670193802,2
0.657599891,0.965737742,0.848442739,4
0.025804027,0.863969113,0.385158685,2
0.639221011,0.53182273,0.191291072,2
0.877702279,0.732094186,0.938868621,4
0.297709075,0.044844685,0.095647231,1
0.244617884,0.448005527,0.274110402,2
0.497029981,0.282886608,0.185887889,1
0.163714571,0.759806189,0.693504844,3
0.804284062,0.050498616,0.356503835,2
0.179753088,0.655628063,0.19323333,2
0.442633147,0.490410692,0.657592879,2
0.479115355,0.949452579,0.861265244,3
0.470970609,0.649940405,0.125576631,2
0.747960523,0.118499839,0.603699003,2
0.104008788,0.064536787,0.365963799,1
0.043600572,0.65645977,0.106089672,1
0.320799699,0.204496155,0.806131639,2
0.579231984,0.904597872,0.405074606,3
0.507765817,0.480083954,0.373058173,2
0.261531068,0.742402576,0.728794906,3
0.606615781,0.431606742,0.389370612,2
0.697053359,0.459251709,0.680474297,3
0.351508999,0.036993818,0.270688556,1
0.539653021,0.591801697,0.413135056,3
0.887014757,0.960634349,0.921032304,4
0.580014619,0.483951379,0.843644324,3
0.948899071,0.956363482,0.076227127,3
0.490169056,0.05915296,0.182438501,1
0.509484181,0.186872826,0.631294965,2
0.981286962,0.390220899,0.732353723,3
0.776425663,0.190311743,0.975681288,3
0.370921007,0.746099462,0.936296755,3
0.076603346,0.010780672,0.186930407,0
0.927215232,0.217617978,0.913151708,3
0.420193833,0.389990551,0.067931063,1
0.744807654,0.810796245,0.300958475,3
0.22055986,0.105321276,0.00203889,0
0.975905795,0.209125906,0.781993398,3
0.800704868,0.71819901,0.454780457,3
0.719820276,0.934070201,0.646271357,3
0.667728302,0.252481916,0.647140243,3
0.155635832,0.749971119,0.218480884,2
0.054216296,0.091682315,0.085645316,0
0.040711769,0.517995997,0.453853738,2
0.435771398,0.277333257,0.550093894,2
0.993363993,0.608886464,0.839175603,4
0.602231107,0.818774434,0.741270578,3
0.559823274,0.8703986,0.626358538,3
0.566573258,0.352614817,0.009876054,1
0.29608247,0.831602932,0.672018476,3
0.085332916,0.193457799,0.714794655,2
0.338549418,0.948537896,0.41915318,3
0.371465515,0.893219824,0.453202831,3
0.619163357,0.739256369,0.643123329,3
0.74045426,0.316202323,0.074347215,2
0.009289238,0.69004904,0.36382766,2
0.630162779,0.628303514,0.156080441,2
0.945707816,0.939624572,0.725893108,4
0.637795727,0.486708307,0.564068111,3
0.425951588,0.576193152,0.059276986,2
0.56479798,0.588912316,0.786390574,3
0.122858939,0.183386205,0.890749673,2
0.357193971,0.175691032,0.326978087,1
0.401430161,0.051230258,0.622391123,2
0.67801995,0.812407056,0.786867414,4
0.89238464,0.588219378,0.888068385,4
0.692437516,0.633331971,0.500901368,3
0.945729453,0.053132489,0.899294032,3
0.530509836,0.179569431,0.542540367,2
0.9989418,0.709939317,0.505284341,3
0.605637211,0.040157133,0.117187074,1
0.978628446,0.46192981,0.239553815,3
0.993592941,0.135707354,0.602425879,3
0.13690298,0.614716125,0.02214811,1
0.674885839,0.738092258,0.512024146,3
0.468128227,0.10141272,0.996912391,3
0.717570249,0.048898635,0.084806422,1
0.582580033,0.2905591,0.244035916,2
0.509200913,0.953104806,0.282439984,3
0.845160163,0.47055086,0.781654186,3
0.794831506,0.304628377,0.006827354,2
0.448623114,0.15134309,0.660061948,2
0.867718643,0.017555299,0.532008858,2
0.073524821,0.317047886,0.259183259,1
0.541693418,0.667461809,0.267136534,2
0.643091469,0.251306988,0.677195678,3
0.52066509,0.99902562,0.918630433,4
0.019064688,0.717055051,0.618976939,2
0.326388692,0.47654591,0.944333423,3
0.43202884,0.018146023,0.880892424,2
0.500126851,0.688804006,0.620193149,3
